emp_no,first_name,last_name,salary
217434,Kwun,Unno,48867
217442,Marko,Emmerich,50286
217446,Mayuri,Barriga,40000
217449,Radoslaw,Halevi,40000
217451,Sanjoy,Giarratana,57706
217453,Goo,Ishibashi,40000
217459,Jianhui,Hitomi,54358
217469,Martina,Fargier,40000
217470,Pascal,Nooteboom,40000
217471,Josyula,Coors,71548
217480,Remco,Ananiadou,71511
217482,Steen,Khalid,40000
217484,Subhrajyoti,Nivat,48138
217485,Chaosheng,Mitzlaff,51481
217497,Karsten,Monarch,40000
217499,Sachin,Schieder,85163
217509,Saeed,Beutelspacher,41867
217510,Dinkar,Hemaspaandra,70927
217514,Eckart,Slaats,40000
217523,Abdulla,Zolotykh,60944
217528,Inderjeet,Lalonde,40000
217534,Emran,Guting,40000
217540,Goncalo,Zschoche,63875
217546,Chinhyun,Brickell,76624
217549,Mitchel,Serna,40000
217554,Rosli,Biran,73967
217558,Oldrich,Bugaenko,41674
217559,Taizo,Cappelli,69842
217560,Xianlong,Farrag,40000
217561,Kiyotoshi,Ananiadou,62988
217562,Trygve,Schlumberger,40000
217564,Marie,Schnabel,91217
217565,Fai,Lorin,40000
217568,Aria,Miyakawa,44320
217573,Soenke,Cichocki,56199
217574,Roded,Gelosh,48288
217579,Kotesh,Morrey,40000
217588,Marke,Luff,66915
217589,Xiping,Angiulli,67166
217598,Piyawadee,Przulj,40000
217599,Girolamo,Kolinko,66752
217606,Khalid,Luit,40000
217613,Akeno,Gniady,50650
217614,Jianhao,Plavsic,55642
217620,Goncalo,Kropf,63813
217621,Otmar,Moehrke,81770
217622,Cheong,Osgood,40000
217624,Guadalupe,Rajaraman,40000
217633,Sverrir,Iisaka,40000
217636,Adil,Munro,72405
217642,Nectarios,Lieberherr,45507
217643,Guangming,Oxman,55919
217646,Zhenbing,Eppinger,53639
217648,Domenico,Gulak,40000
217649,Lidong,Potthoff,96052
217653,Jackson,Awdeh,40000
217654,Ramachenga,Rubsam,63552
217660,Zhongwei,Solovay,42720
217661,Chenxi,Janetzko,77430
217662,Marla,Parveen,51565
217664,Tadahiro,Viele,52856
217671,Mayuko,Douceur,40000
217674,Wanqing,Iivonen,66601
217675,Jaana,Brodie,77634
217677,Nikolaos,Jeong,55036
217687,Georg,Schwabacher,57614
217693,Isamu,Kropatsch,40000
217699,Khue,Vesna,40000
217700,Weiru,Crouzet,57547
217701,Tran,Madeira,41460
217712,Boalin,Ariola,53548
217714,Sajjad,Coors,40000
217725,Zorica,Kusalik,40000
217727,Randy,Iacovou,40000
217729,Joydip,Kemmerer,43473
217733,Gennady,Fontan,77411
217734,Tayeb,Eldridge,66838
217737,Heeju,Badache,47579
217746,Shih,Pelc,66943
217749,Nigel,Willoner,40000
217750,Peternela,Manders,44950
217752,Boaz,Ballarin,45529
217753,Maria,Birge,42519
217756,Mahmut,Kobara,55169
217759,Tran,Schiettecatte,50719
217761,Vitali,Riexinger,56938
217764,Ingmar,Massonet,40000
217765,Hidefumi,Peck,45287
217768,Bikash,Merro,45602
217775,Becky,Pusterhofer,40000
217776,Mabo,Ruemmler,40000
217777,Prasadram,Leonhardt,58704
217780,Irene,Schreiter,72005
217787,Zhongwei,McDermid,40000
217790,Navin,Georgatos,40000
217792,Radhia,Gaughan,101052
217797,Leif,Gist,57893
217798,Akhilish,Isaac,41617
217802,Bodo,Gire,69373
217804,Foong,Buescher,57142
217807,Hatem,Billawala,60223
217813,Seongbin,Linnainmaa,59531
217814,Stabislas,Zirintsis,51757
217820,Beshir,Crabtree,54939
217822,Nectarios,Krogh,54269
217824,Tomofumi,Ranai,64556
217832,Erzsebet,Valette,55917
217833,DAIDA,Delgrossi,40000
217834,Ioana,Massonet,46067
217839,Leon,Gischer,40000
217843,Alain,Lorie,40000
217844,Hideo,Munch,40000
217845,Deborah,Matheson,40000
217849,Yuriy,Swick,74326
217853,Candida,Jarecki,44497
217856,Toshimi,Gimarc,49405
217868,Amstein,Zeleznik,40000
217870,JoAnna,Simmel,42348
217873,Gro,Uchoa,47044
217876,Leah,Kossowski,40000
217877,Fumitake,Azumi,58987
217878,Srinidhi,Kalefeld,64241
217879,Dmitry,Manders,40000
217888,Parke,Speer,52292
217889,Duri,Luef,54027
217906,Shounak,Pettis,72384
217909,Mircea,Capobianchi,47029
217914,Ohad,Yamaashi,53065
217915,Aran,Munch,73003
217919,Dmitri,Azulay,40000
217923,Zengping,Georgatos,40000
217926,Greger,Ibel,59297
217928,Yishay,Showalter,43014
217934,Hisao,Papadias,47798
217935,Youngkon,Mersereau,40000
217938,Jeanna,Scharstein,69850
217939,Constantine,Masada,46439
217941,Garnik,Sadowski,67065
217943,Bedir,Haumacher,58993
217945,Shmuel,Georg,88260
217951,Thanasis,Landherr,40000
217953,Kerhong,Rajala,40000
217955,Marit,Cairo,44693
217956,Wojceich,Eugenio,47577
217959,Along,Rubsam,40000
217961,Makato,Fortenbacher,55578
217963,Vojin,Badache,40000
217967,Candido,Merli,80085
217969,Irena,Hardjono,40000
217970,Frazer,Escriba,72123
217973,Geoffry,Underwood,40000
217975,Amabile,Kaelbling,56078
217977,Shahaf,Eldridge,40000
217978,Moty,Molenkamp,40000
217986,Aiichiro,Auria,41943
217987,Etsuo,Maquelin,61360
217991,Kenton,Reinhard,80840
217998,Dipankar,Murthy,40000
218001,Hausi,Jansch,53819
218004,Odinaldo,Hanratty,46643
218006,Ger,Colorni,60947
218011,Yonghong,Wiegley,40000
218014,Krister,Redmiles,75323
218029,Vivian,Lortz,40000
218034,Minghong,Holburn,68993
218035,Oddvar,Genther,47037
218036,Nevio,Shumilov,49481
218044,Maia,Veevers,67174
218048,Michaela,Kaiserswerth,42520
218051,Seongbin,Czap,69947
218056,Heng,Noriega,46369
218057,Gila,Vadhan,44103
218061,Adas,Rusterholz,51836
218068,Rildo,Verhoeff,55650
218082,Gina,Molenkamp,52348
218083,Ashish,Cannata,40000
218098,Shietung,Conia,40000
218099,Ramachenga,Lorcy,40000
218103,Kazuhira,Himler,70414
218105,Vasilis,Angelopoulos,58619
218107,Ramya,Ligten,62243
218116,Otmar,Melter,57594
218119,Giri,Mahmud,42629
218128,Saeed,Bierbaum,49705
218138,Kazunori,Malabarba,60962
218143,Kokou,Panangaden,40000
218153,Zine,Legleitner,43779
218156,Breannda,DuBourdieux,55910
218158,Goh,Siksek,40000
218160,Bedrich,Foong,40077
218164,Shrikanth,Papadias,40000
218167,Diederik,Fargier,70655
218168,Ramalingam,Poujol,43171
218170,Youjian,Rissanen,49569
218174,Mrinalini,Petereit,48799
218178,JiYoung,Brickell,40000
218183,Zsolt,Papastamatiou,66813
218189,Vishv,Rindone,64144
218192,Mandell,Paludetto,43674
218195,Niteen,Poujol,69549
218196,Zhenhua,Beilner,41915
218200,Martien,Szilard,54740
218201,Harjit,Ashish,55865
218210,Kinh,Nitto,41874
218212,Navin,Cheshire,81958
218214,Tonia,Montresor,69259
218215,Subhrajyoti,Pargaonkar,87679
218217,Wuxu,Bernick,53539
218221,Honglan,Greibach,40000
218226,Hinrich,Panwar,40000
218228,Francesca,Auyong,64688
218235,Kish,Zirintsis,55417
218238,Kamran,Gischer,40000
218239,Pohua,Kolinko,40000
218247,Wojceich,Navazio,42048
218250,Krisda,Bazelow,84716
218254,Susanna,Eugenio,66006
218256,Khaled,Perna,52820
218261,Ranan,DuCasse,64274
218264,Kenton,Uludag,43602
218265,Xuedong,Orsini,43183
218267,Dzung,Terekhov,40000
218268,Hideo,Schmittgen,41369
218272,Gay,Boreale,40000
218275,Mayuri,Furudate,40000
218276,Youjian,Ranze,40000
218278,Heng,Rosis,40000
218279,Shridhar,Gerlach,78440
218280,Olivera,Gist,40000
218284,Lorien,Carrera,40000
218285,Nahum,Peot,51842
218290,Breannda,Feinberg,46891
218291,Martine,Kalloufi,64682
218292,Shietung,Skafidas,61336
218293,Manton,Unni,40000
218302,Zito,Schwabacher,51163
218303,Oscal,Thorensen,57902
218304,Rosalie,Lanteri,69407
218305,Hitofumi,Capobianchi,69829
218310,Mara,Vidya,40000
218319,Kitty,Speer,53536
218320,Tesuya,Honiden,47481
218323,Marsha,Grospietsch,44397
218330,Alain,Pulkowski,81377
218336,Aemilian,Speel,96419
218342,Gila,Sinitsyn,57578
218347,Kotesh,Fontet,74584
218350,Salvador,Dymetman,60284
218351,Stafford,Tischendorf,49112
218352,Christoper,Milicia,47038
218354,Jayesh,Jullig,50202
218355,Xiaoqiang,Danley,47345
218358,Takushi,Picel,40000
218361,Ipke,Wiegley,40000
218363,Gita,Uhrik,40000
218367,Kristinn,Morrow,40759
218370,Breannda,Oskamp,66393
218374,Mokhtar,Schwaller,40000
218377,Stevo,Maccarone,70031
218380,Francoise,Marletta,66732
218384,Sachar,Niizuma,53042
218385,Bangqing,Fontet,67181
218387,Aemilian,Garnham,40000
218392,Sachio,Ouhyoung,69089
218394,Ingmar,Begiun,40000
218398,Odysseas,Hasham,48155
218408,Alair,McClurg,64391
218414,Shay,Basagni,40000
218415,Arto,Farris,40000
218417,Moto,Aamodt,64792
218421,Harjit,Glowinski,52508
218422,Baziley,Spelt,40000
218423,Arlette,Munro,40000
218428,Tzvetan,Fendler,44062
218432,Eran,Pettit,66847
218435,Sanjiv,Mayerwieser,40000
218439,Amstein,Jonsson,67512
218440,Dmitry,Varker,48445
218441,Yechezkel,Lundstrom,40000
218442,Hausi,Neiman,43307
218445,Duro,Schaar,69888
218447,Arne,Nanard,41016
218452,Flemming,Thisen,40000
218459,Xiaoqiu,Casley,46773
218463,Manu,Speer,63053
218466,Bernt,Kadhim,40000
218475,Doowon,Ranst,40000
218477,Vishwani,Kornatzky,40000
218480,Moriyoshi,Staudhammer,42548
218487,Jingling,Chenney,40000
218491,Kannan,Baez,40000
218492,Vishv,Picco,40000
218494,Ronghao,Bultermann,40000
218497,Toshimo,Boyle,40000
218502,Aimee,Christianini,40000
218503,Urs,Berztiss,40484
218504,Adil,Shobatake,65027
218512,Basil,Bennet,48046
218520,Arvin,Couchot,55883
218521,Wonhee,Candan,54097
218522,Ulises,Verhaegen,44277
218528,Heeju,Matzat,41666
218531,Hirochika,Hennings,52640
218535,Yurij,Pleszkun,40000
218538,Khalid,Mundy,49101
218540,Nathalie,Trelles,47975
218546,Teunis,Hatcliff,45032
218560,Charmane,Ramamoorthy,54540
218561,Shaz,Gargeya,46471
218562,Arvin,Furudate,40000
218563,Marla,Lemarechal,40000
218565,Shunichi,Servi,40000
218574,Shiv,Sessa,56631
218580,Kwee,Speek,40000
218582,Guenter,Demri,40247
218583,Ulises,Baumann,40000
218592,Shalesh,McDermid,67463
218593,Arunas,Lamba,57787
218594,Val,Sessa,40576
218595,Murthy,Brodal,40000
218598,Kristen,Mandell,40000
218603,Satyanarayana,Plotkin,40000
218605,Horward,Radivojevic,75311
218607,Pantung,Knightly,52803
218608,Udi,McClurg,53984
218611,Shih,Wallrath,40000
218616,Haldon,Montemayor,79955
218618,Mohan,Cooman,40000
218619,Theirry,Unni,41559
218623,Masamitsu,Schicker,64140
218627,Eberhardt,Cardazo,40000
218628,Utz,Sichman,65469
218629,Ingmar,Perry,40000
218631,Feixiong,Zhiwei,40000
218632,Xianlong,Waleschkowski,47355
218634,Mori,Zobel,66453
218635,Thodoros,Moehrke,40000
218636,Ferdinand,Munke,82307
218637,Arne,Zuberek,40000
218643,Bodo,Stille,40000
218648,Geoffry,Stille,40000
218653,Abdulla,Siochi,40000
218654,Bedrich,Srimani,100759
218655,Kiyotoshi,Lakshmanan,55401
218656,Valeska,Simmel,70473
218661,Haldon,Nitta,46618
218664,Tua,Beutelspacher,76365
218665,Ibibia,Schmiedel,40000
218674,Toshiko,Lipner,68093
218675,Yoshimitsu,Taubenfeld,69566
218676,Shichao,Kowalchuk,49242
218681,Ayonca,Hambrick,40000
218682,Elrique,Delgrande,40000
218685,Sarita,Yavatkar,52081
218688,Arvin,Genther,58522
218690,Along,Menhardt,43222
218691,Marsha,Simmen,49314
218692,Moie,Dichev,53212
218693,Sanjiv,Pashtan,40000
218694,Giri,Honglei,40000
218695,Yucai,Speek,46574
218700,Uri,Diderrich,63088
218706,Hitomi,Bage,40000
218710,Chikako,Callaway,40000
218713,Akeel,Glowinski,75289
218714,Tsuneo,Karlin,82164
218717,Ayonca,Werthner,51053
218722,Becky,Zirintsis,52881
218723,Yinghua,Kemmerer,40000
218724,Sanjai,Panangaden,40000
218725,Genevieve,Hatcliff,72411
218728,Fayez,Cummings,41354
218731,Youjian,Diderrich,83451
218732,Odoardo,Suessmith,92493
218736,Lech,Casley,45147
218739,Dannz,Vadhan,75940
218740,Lech,Linnainmaa,64799
218741,Hyuncheol,Bonifati,40000
218742,Heng,Valette,76325
218749,Huiqun,Sidhu,40000
218755,Zengping,Usery,58850
218757,Xiaocheng,Miculan,72988
218758,Mariangiola,Krichel,52807
218760,Manibrata,Vidya,43771
218763,Tesuro,Danecki,40000
218766,Janalee,Ozery,52090
218768,Yurij,Gaughan,40000
218769,Niteen,Weedman,48198
218771,Bowen,Rodham,40174
218773,Matt,Wolniewicz,58435
218783,Keiichiro,Polupanov,40000
218784,Tze,Pettit,45118
218791,Moheb,Kropp,44044
218796,Elzbieta,Thiria,40132
218804,Feipei,Tischendorf,65713
218805,Indrajit,Gulak,66814
218810,Pohua,Alencar,40000
218812,Rildo,Seuren,40000
218814,Pranas,Kaelbling,77868
218824,Akhilish,Schaft,44918
218825,Shaowen,Kropatsch,46460
218826,Mariangiola,Validov,40000
218828,Indrajit,Weiland,64276
218833,Marla,Czap,56041
218840,Insup,Bennis,76104
218842,Bedrich,Sinicrope,59048
218845,Odoardo,Luks,40000
218849,Matk,Skogmar,45549
218850,Kerhong,Ramaiah,60526
218853,Evgueni,Merey,40000
218855,Elvia,Bratsberg,40000
218856,Haldon,Rattan,40000
218859,Arvin,Nooteboom,40000
218861,Leen,Georg,40000
218864,Anestis,Taubenfeld,40000
218866,Hitofumi,Masaki,57165
218868,Ishfaq,Hashii,40000
218871,Masasuke,Brodal,40000
218875,Chaosheng,Litzler,75818
218877,Mahmut,Wendorf,40000
218878,Pranay,Fujisawa,49188
218879,Somnath,Irland,40000
218880,Rasikan,Chleq,49425
218883,Yongqiao,Erie,70125
218885,Rosine,Gimarc,51064
218889,Geoffrey,Schaft,40000
218891,Kotesh,Luon,48273
218893,Seongbae,Montresor,50896
218894,Bluma,Steinauer,80091
218907,Chikako,Schade,40000
218912,Dzung,Ouhyoung,44840
218915,Mayuri,Takanami,45436
218916,Iara,Cronan,67382
218919,Abdulah,Shackel,71270
218924,Apostol,Hiraishi,70406
218927,Saddek,Jenevein,60013
218929,Gad,Rikino,60943
218931,Francesca,Barbanera,88486
218933,Kazunori,Heiserman,58805
218934,Angel,Gladwell,76237
218937,Marjo,Itzfeldt,40000
218942,Wojceich,Furedi,44520
218946,Pramod,Begiun,80348
218949,Arumugam,Milicic,40000
218952,Zeljko,Sommer,40000
218955,Steve,Pargaonkar,59805
218965,Jiakeng,Uludag,67406
218967,Arie,Birta,73469
218969,Jordanka,Kampfer,52628
218978,Babette,Danlos,73133
218981,Achilleas,Demos,46101
218983,Yannis,Tasistro,40000
218989,Brendon,Rahimi,62049
218991,Falguni,Pusterhofer,40000
218993,Shaw,Panangaden,40000
218998,Kristian,Hennebert,53486
219000,Dayanand,Yetim,50887
219003,Elliott,Heyers,62362
219006,Hsiangchu,Bonifati,66845
219007,Khun,Gide,40000
219008,Claudi,Staelin,47639
219010,Ymte,Cannard,54671
219011,Ferdinand,Kemmerer,40000
219017,Atilio,Cangellaris,76158
219025,Honesty,Peltason,48045
219026,Nathalie,Quittner,87345
219027,Pintsang,Trumbly,47700
219028,Arnould,Laurillard,54298
219031,Padma,Luon,40000
219034,Danai,Doering,55825
219036,Toney,Keohane,43897
219045,Lokesh,Molenkamp,40000
219046,Insup,Birsak,40000
219050,Feixiong,Uchoa,71573
219051,Percy,Luck,65627
219055,Marl,Radhakrishnan,46022
219061,Jinya,Lally,40000
219062,Yurii,Baig,40000
219065,Gonzalo,Chenoweth,48957
219069,Badri,Lieblein,69800
219071,Inderjeet,Gips,40000
219074,Chikako,Syrzycki,51938
219076,Divier,Michaels,40000
219079,Lobel,Gluchowski,49440
219080,Jamaludin,Pappas,70257
219082,Mary,Baalen,40000
219092,Moss,Goldhammer,65273
219095,Ymte,Guting,41027
219097,Chanjung,Sommer,77559
219100,Premsyl,Rosis,40000
219101,Garnik,Bahk,40000
219102,Xiaoheng,Arlazarov,74072
219106,Jackson,Malinowski,64212
219111,Huei,McFarlin,54053
219116,Jinxi,Sgarro,69429
219117,Shirish,Baalen,41916
219119,Jackson,Danlos,40000
219121,Niteen,Bridgland,44673
219123,Tuval,Plotkin,40000
219129,Christoper,Lundstrom,44132
219131,Yechiam,Raoux,54657
219134,Emran,Jording,58142
219138,Yoshimitsu,Barinka,40000
219141,Mari,Hofting,40000
219150,Goetz,Uhrig,58372
219151,Kannan,Ramsey,56175
219152,Kristen,Pouyioutas,76409
219154,Masamitsu,Sridhar,40000
219155,Dharmaraja,Benantar,53970
219160,Claude,Haumacher,67550
219161,Ingemar,Ranta,40000
219170,Shugo,Granlund,71440
219171,Mariangiola,Plavsic,44243
219180,Lokesh,Hebert,72315
219181,Udo,Hertweck,46889
219183,Yonghong,Isaac,85218
219185,Yuqun,Rosca,58972
219191,Kensei,Ghelli,40000
219193,Yechiam,Stafford,65796
219201,Arvin,Makinen,51313
219206,Thanasis,Petersohn,49561
219211,Nakhoon,Weedon,57272
219219,Maya,Gerlach,40000
219221,Gretta,Antonisse,74685
219224,Kerhong,Trachtenberg,52289
219227,Babette,Fordan,63074
219234,Gonzalo,Alpay,40000
219236,Jinya,Onuegbe,40000
219237,Alair,Driscoll,40000
219239,Foong,Schmezko,66278
219244,Zhiguo,Vecchi,74221
219248,Jayesh,Ozeki,66664
219251,Gian,Braunschweig,57521
219265,Masanao,Koshino,52758
219267,Aloys,Tibblin,44139
219274,Tesuro,Rettelbach,40000
219275,Weidon,Rando,46304
219282,Sadun,Peak,73379
219287,Pasqua,Taneja,40000
219294,Mihalis,Pollock,55208
219295,Michaela,Knightly,64419
219297,Christoper,Taubenfeld,44168
219300,Shigeu,Birch,40000
219303,Moon,Gist,40000
219306,Kaijung,Otillio,46165
219310,Pasqua,Gecsei,40000
219312,Kien,Katalagarianos,65837
219315,Martijn,Yoshizawa,40000
219318,Ashish,Figueira,40000
219320,Aleksander,Smailagic,71827
219324,Xiong,Bugaenko,64902
219329,Holgard,Heiserman,79250
219339,Domenico,Sadowski,72979
219344,Elzbieta,Garigliano,59385
219345,Guozhong,Rosay,48828
219347,Barton,Butterworth,40000
219351,Arun,Ouhyoung,79343
219355,Paloma,Bondorf,66277
219357,Marsja,Saoudi,65934
219359,Susanta,Pappas,94118
219363,Masato,Slaats,70383
219364,Kazuyasu,Llado,50940
219369,Moti,Rindone,64436
219370,Khedija,Nergos,52077
219378,Tomofumi,Jeansoulin,40000
219380,Fuqing,Angel,53473
219383,Lijie,Biron,77931
219395,Dayanand,Milicic,46059
219396,Miomir,Flanders,40000
219399,Dmitri,Perin,46663
219400,Percy,Marzano,69932
219401,Theron,Coullard,58216
219403,Gina,Baja,54566
219406,Aiichiro,Beerel,51707
219409,Jacopo,Pollock,50027
219410,Kazuhiko,Trachtenberg,45668
219411,Randi,Jiang,67861
219414,Nahum,Hegner,40000
219416,Hidefumi,Cochrane,40000
219419,Houman,Naudin,52973
219423,Aluzio,Lanzelotte,46875
219425,Mechthild,Vecchio,40000
219429,Kristian,Begiun,54222
219431,True,Lipner,40000
219432,Neven,Panwar,48975
219434,Goh,Awdeh,52267
219436,Berto,Zambonelli,43209
219437,Arlette,Homond,93874
219438,Saeko,Awdeh,54835
219443,Marjo,Compeau,47971
219444,Brigham,Baalen,48105
219447,Huican,Ratnaker,40000
219448,Boguslaw,Picco,40000
219450,Alper,Verhaegen,40000
219459,Chriss,Granlund,46169
219461,Shietung,Kohling,61685
219462,Quingbo,Uludag,83880
219466,Hatem,Asmuth,76939
219469,Sasan,Journel,40000
219478,Froduald,Malinowski,56595
219479,Freyja,Llado,48276
219484,Bernardo,Rehfuss,40000
219485,Premsyl,Asrin,47855
219488,Nalini,Luca,61107
219489,Tsutomu,Ramalingam,40000
219496,Bouchung,Montemayor,40000
219498,Randy,Qiwen,40000
219499,Jinya,Deville,40000
219501,Sakthirel,Dratva,40000
219509,Sanjay,Garnick,46512
219519,Kazunori,Mitzlaff,71206
219522,Huei,Anandan,45092
219525,Chuanti,Tempesti,47656
219529,Takahira,Brender,68483
219534,Teiji,Peir,57874
219536,Elvia,Nitsch,63097
219538,Xudong,Zaccaria,40000
219542,Susanta,Salverda,40000
219544,Sungwon,Tzvieli,63960
219545,Fayez,Harbusch,51282
219547,Foong,Siksek,47146
219548,Anestis,Naumovich,86218
219551,Sampalli,Wuwongse,57778
219552,Lakshmi,Hatcliff,40000
219555,Chinya,Usery,56328
219568,Shunichi,Osgood,42276
219571,Armond,Beausoleil,45425
219573,Sampalli,Walstra,74564
219581,Akhilish,Mansanne,40000
219583,Poorav,Olivero,55772
219584,Parto,Oehlmann,41093
219585,Kitty,Steinauer,40000
219586,Ugo,Baba,74355
219589,Supot,Worfolk,48399
219590,Nahid,Facello,71001
219595,Mokhtar,Woycyznski,40000
219596,Xiaoqiang,Cyne,48084
219597,Genevieve,Marciano,44560
219602,Niclas,Schmiedel,40000
219603,Florian,Gomatam,40000
219604,Mari,Borstler,46178
219608,Tokuyasu,Hiroyama,46456
219609,Karlis,Sanella,40000
219610,Fan,McAlpine,54909
219614,Xiaobin,Wolniewicz,40000
219621,Constantino,Brookman,63325
219622,Werner,Swist,40000
219628,DAIDA,Conde,62593
219629,Rosella,Kolinko,43247
219641,Genevieve,Milicic,55156
219642,Khalid,Gimarc,62907
219646,Huai,Reghbati,45872
219647,Teruyuki,Bonifati,40000
219648,Janche,Alameldin,43163
219649,Margo,Benaini,87435
219650,Gennady,Willoner,40000
219651,Youjian,Rassart,40000
219654,Shir,Puppo,50373
219661,Jayson,Cronin,49179
219664,Djenana,Farrag,40000
219670,Demos,Domenig,53850
219671,Shir,Markovitch,44536
219674,Martina,Snedden,43728
219678,Yechiam,Kalloufi,42679
219680,Baocai,Douceur,40799
219681,Masali,Curless,48604
219699,Shaunak,Schiettecatte,59596
219701,Junichi,Lund,73797
219703,Katsuyuki,Penttonen,75174
219705,Eric,Kroft,40956
219707,Khatoun,Sankaranarayanan,40000
219708,Kwangjo,Pelz,40000
219710,Tremaine,Karner,51411
219716,Shuji,Linares,48528
219720,Youssef,Maccarone,57601
219721,Khoa,Oskamp,50469
219733,Kotesh,Casperson,40000
219738,Inderjeet,Rosaz,42400
219739,Xiaobin,Shinomoto,43495
219742,Jahangir,Orsini,41229
219746,Gennady,Hegner,40000
219749,Chriss,Wendorf,59118
219751,King,Rettelbach,75050
219756,Akeno,Basawa,47184
219757,Gita,Emmerich,40000
219760,Iara,Chenoweth,40000
219761,Moss,Lupu,71411
219767,Cedric,Haraldson,40000
219774,Augustine,Passafiume,74627
219775,Sachio,Ranze,50422
219777,Leandro,Tasistro,40000
219778,Chuanti,Ishibashi,96826
219782,Subhrajyoti,Covnot,41125
219784,Leen,Delaune,46545
219794,Collette,Rodiger,40000
219801,Elliott,Ohori,49874
219802,Weiru,Bernardeschi,64977
219807,Richara,Murtha,40000
219809,Kauko,Mansanne,40000
219818,Mana,Pargas,40000
219823,Ewing,Debuse,54945
219824,Marko,Taubman,46494
219825,Shen,Gladwell,52280
219827,Hairong,Range,40000
219829,Shaz,Kuszyk,40000
219831,Marsal,Rijckaert,77893
219834,Serge,Uhrig,59035
219836,Boutros,Muntz,53399
219839,Sugwoo,Swiler,72837
219840,Serap,Lubachevsky,89100
219844,Bernt,Lorin,49167
219850,Yishai,Syrzycki,40000
219856,Shmuel,Jording,52683
219860,Taisook,Quaggetto,74095
219861,Shaw,Boreale,40000
219862,Kazuhiko,Restivo,75517
219868,Yechezkel,Poulakidas,40000
219870,Leif,Kushner,61421
219873,Danil,Gornas,40000
219877,Amalendu,Penn,40000
219879,Khatoun,Stemann,57374
219880,Alexius,Heusch,40000
219885,Geraldo,Gini,40000
219891,Alexius,Trelles,40000
219896,Mohit,Oberman,57149
219898,Tonny,Felcyn,78634
219903,Chinho,Petereit,51773
219907,Huan,Tyugu,81334
219908,Baziley,Jeansoulin,73122
219912,IEEE,Nitto,40000
219914,Lansing,Janetzko,40000
219915,Odysseas,Gajiwala,49162
219919,Prasadram,Thimonier,64365
219920,Georgi,Hambrick,42279
219923,Oguz,Lichtner,64819
219927,Harjit,Quadeer,52365
219928,Yefim,Hofstetter,69836
219929,Barton,Kalefeld,48185
219930,Jaana,Schlenzig,50887
219932,Odysseas,Tyugu,40000
219933,Sadok,Thimonier,49026
219940,Paraskevi,Heystek,53026
219941,Karsten,Llado,40000
219943,Trygve,Billingsley,40000
219946,Marc,Desikan,40000
219948,Rosalyn,Masamoto,78765
219956,Gennady,Savasere,42016
219957,Ugo,Swick,58141
219959,Tzu,Dymetman,41963
219962,Goncalo,Gill,55585
219964,Billur,Harllee,40000
219969,Mayumi,Shrader,46075
219973,Carrsten,Eickenmeyer,78526
219974,Shiv,Matteis,40000
219975,Adil,Seghrouchni,40000
219976,Mikhail,Tzvieli,50463
219977,Honglan,Escriba,44866
219978,Janche,Attimonelli,40000
219982,Tonia,Bazelow,41774
219983,Takahito,Bodoff,46365
219985,Luisa,Ranka,41944
219988,Armond,Poulakidas,40000
219991,Erzsebet,Decleir,40000
219992,Jaideep,Woycyznski,40000
219994,Akemi,Broomell,85955
219995,Sadun,Riesenhuber,40000
219997,Manton,Mamelak,40000
219998,Lijia,Lindqvist,75386
219999,Lein,Lorcy,40000
220004,Erzsebet,Karnin,81344
220007,Maren,Molenkamp,47413
220009,Billie,Kakkad,49553
220011,Yagil,Gente,47767
220016,Moie,Radhakrishnan,40000
220017,Danil,Jarecki,43879
220019,Rafael,Lamba,77363
220021,Arnould,Riefers,55881
220037,Tiina,Magalhaes,40000
220042,Mark,Frijda,40000
220044,Val,Waeselynck,82109
220048,Tomofumi,Gewali,40000
220049,Fen,Senzako,52544
220051,JoAnne,Matheson,105213
220057,Moty,Pauthner,40000
220059,Hironoby,Kobuchi,85947
220060,Neelam,Slaats,40000
220064,Mark,Ramras,41717
220066,Laurentiu,Monarch,40000
220070,Reinhold,Theuretzbacher,40000
220072,Elliott,Grandbois,40998
220082,Paraskevi,Kaminger,60879
220089,Kiyomitsu,Woycyznski,61590
220091,Menkae,Reistad,40000
220095,Maren,Solovay,81797
220099,Surveyors,Majewski,40000
220100,Sangeeta,Vural,40000
220103,Tristan,Pargas,50716
220106,Boguslaw,Murtagh,49098
220110,Nimmagadda,Garnier,77779
220112,Masasuke,Castellani,50372
220114,Carrsten,Sundgren,50373
220119,Kauko,Basagni,53831
220121,Mari,Cochrane,40000
220123,Maia,Lueh,54981
220137,Adin,Sury,59769
220143,Fei,Mungall,48015
220145,Lijie,Pollacia,92989
220149,Kirk,Krone,40000
220150,Wuxu,Dalton,40000
220153,Kasidit,Bach,58761
220157,Falguni,Azumi,54582
220159,Marl,Nastansky,40000
220163,Wilmer,Famili,40000
220166,Bojan,Chaudhury,58306
220170,Aamer,McFarlan,51722
220184,Mahendra,Emiris,73053
220190,Shuho,Pintelas,59303
220192,Sanjoy,Chappelet,40000
220195,Berhard,Brickell,55635
220200,Rance,Sabnani,61988
220202,Mats,Menhardt,47322
220203,Shigenori,Schueller,40000
220204,Genki,Straney,64656
220205,Lucien,Erva,64872
220206,Wuxu,Iisaku,70430
220208,Karlis,Sgarro,47281
220209,Ravishankar,Baek,46170
220210,Siamak,Mersereau,54024
220211,Hironoby,Reinhart,59110
220213,Pranav,Takkinen,63643
